RecipeID,MaterialMasterID,BomAlternative,ProdIssue,RecipeEdition,RecipeDescription,ParameterID,ParameterGlobalName,ParameterLocalName,ParameterValue,Workcenter,TechOffsetValue,RecipeCreatedDate,RecipeLastModifiedDate,ProcessTypeID,Item
174535,992680953800,G1,100,2,285/40R21 1 (D222V):PWPR,1250546.0,TB2_SPR_StatusSprayingLayer5Position4,Bottom Layer Pos.4 (Future Function),1,TB285,,2026-09-18 02:42:39.067,2026-09-18 02:43:35.980,125,PU
174535,992680953800,G1,100,2,285/40R21 1 (D222V):PWPR,1250546.0,TB2_SPR_StatusSprayingLayer5Position4,Bottom Layer Pos.4 (Future Function),1,TB283,,2026-09-18 02:42:39.067,2026-09-18 02:43:35.980,125,PU
174535,992680953800,G1,100,2,285/40R21 1 (D222V):PWPR,1250546.0,TB2_SPR_StatusSprayingLayer5Position4,Bottom Layer Pos.4 (Future Function),1,TB282,,2026-09-18 02:42:39.067,2026-09-18 02:43:35.980,125,PU
174535,992680953800,G1,100,2,285/40R21 1 (D222V):PWPR,1250546.0,TB2_SPR_StatusSprayingLayer5Position4,Bottom Layer Pos.4 (Future Function),1,TB281,,2026-09-18 02:42:39.067,2026-09-18 02:43:35.980,125,PU
174535,992680953800,G1,100,2,285/40R21 1 (D222V):PWPR,1250546.0,TB2_SPR_StatusSprayingLayer5Position4,Bottom Layer Pos.4 (Future Function),1,TB276,,2026-09-18 02:42:39.067,2026-09-18 02:43:35.980,125,PU
174535,992680953800,G1,100,2,285/40R21 1 (D222V):PWPR,1250546.0,TB2_SPR_StatusSprayingLayer5Position4,Bottom Layer Pos.4 (Future Function),1,TB275,,2026-09-18 02:42:39.067,2026-09-18 02:43:35.980,125,PU
174535,992680953800,G1,100,2,285/40R21 1 (D222V):PWPR,1250546.0,TB2_SPR_StatusSprayingLayer5Position4,Bottom Layer Pos.4 (Future Function),1,TB274,,2026-09-18 02:42:39.067,2026-09-18 02:43:35.980,125,PU
174535,992680953800,G1,100,2,285/40R21 1 (D222V):PWPR,1250546.0,TB2_SPR_StatusSprayingLayer5Position4,Bottom Layer Pos.4 (Future Function),1,TB273,,2026-09-18 02:42:39.067,2026-09-18 02:43:35.980,125,PU
174535,992680953800,G1,100,2,285/40R21 1 (D222V):PWPR,1250546.0,TB2_SPR_StatusSprayingLayer5Position4,Bottom Layer Pos.4 (Future Function),1,TB272,,2026-09-18 02:42:39.067,2026-09-18 02:43:35.980,125,PU
174535,992680953800,G1,100,2,285/40R21 1 (D222V):PWPR,1250546.0,TB2_SPR_StatusSprayingLayer5Position4,Bottom Layer Pos.4 (Future Function),1,TB271,,2026-09-18 02:42:39.067,2026-09-18 02:43:35.980,125,PU
174535,992680953800,G1,100,2,285/40R21 1 (D222V):PWPR,1250546.0,TB2_SPR_StatusSprayingLayer5Position4,Bottom Layer Pos.4 (Future Function),1,TB263,,2026-09-18 02:42:39.067,2026-09-18 02:43:35.980,125,PU
174535,992680953800,G1,100,2,285/40R21 1 (D222V):PWPR,1250546.0,TB2_SPR_StatusSprayingLayer5Position4,Bottom Layer Pos.4 (Future Function),1,TB262,,2026-09-18 02:42:39.067,2026-09-18 02:43:35.980,125,PU
174535,992680953800,G1,100,2,285/40R21 1 (D222V):PWPR,1252612.0,TB2_SH_Status Pressure Control,TB2_SH_Status Pressure Control,0,TB284,,2026-09-18 02:42:39.067,2026-09-18 02:43:35.980,125,PU
174535,992680953800,G1,100,2,285/40R21 1 (D222V):PWPR,1252612.0,TB2_SH_Status Pressure Control,TB2_SH_Status Pressure Control,0,TB251,,2026-09-18 02:42:39.067,2026-09-18 02:43:35.980,125,PU
174535,992680953800,G1,100,2,285/40R21 1 (D222V):PWPR,1252612.0,TB2_SH_Status Pressure Control,TB2_SH_Status Pressure Control,0,TB252,,2026-09-18 02:42:39.067,2026-09-18 02:43:35.980,125,PU
174535,992680953800,G1,100,2,285/40R21 1 (D222V):PWPR,1252612.0,TB2_SH_Status Pressure Control,TB2_SH_Status Pressure Control,0,TB254,,2026-09-18 02:42:39.067,2026-09-18 02:43:35.980,125,PU
174535,992680953800,G1,100,2,285/40R21 1 (D222V):PWPR,1250545.0,TB2_SPR_StatusSprayingLayer5Position3,Bottom Layer Pos.3 (Future Function),1,TB272,,2026-09-18 02:42:39.067,2026-09-18 02:43:35.980,125,PU
174535,992680953800,G1,100,2,285/40R21 1 (D222V):PWPR,1250545.0,TB2_SPR_StatusSprayingLayer5Position3,Bottom Layer Pos.3 (Future Function),1,TB271,,2026-09-18 02:42:39.067,2026-09-18 02:43:35.980,125,PU
